districtid,monthid,statemean,statestdev
256,4,174.31,211.5
256,5,848.17,1691.77
256,6,2425.1,2546.78
256,7,564.59,724.63
257,1,0,0.0
257,2,12.19,30.89
257,3,191.78,263.17
257,4,264.03,372.71
257,5,732.91,950.44
257,6,1206.19,1423.96
257,7,235.75,331.33
258,1,0,0.0
258,2,71.44,283.91
258,3,1676.74,5759.4
258,4,3121.24,8120.67
258,5,7208.26,15330.94
258,6,10743.5,16364.88
258,7,2644.15,3754.42
259,1,0,0.0
259,2,0,0.0
259,3,1.8,5.03
259,4,31,51.01
259,5,71.7,113.82
259,6,106.8,233.63
259,7,10.7,26.69
260,1,0,0.0
260,2,13,67.37
260,3,576.31,2436.82
260,4,1917.59,7621.66
260,5,4265.97,7253.29
260,6,4875.09,6314.59
260,7,808.31,979.25
261,1,0,0.0
261,2,10.49,45.15
261,3,106.8,312.87
261,4,107.73,248.97
261,5,356.96,638.03
261,6,628.47,1041.34
261,7,154.41,250.0
262,1,0,0.0
262,2,0,0.0
262,3,1,1.41
262,4,99,8.49
262,5,434.5,36.06
262,6,533.5,99.7
262,7,76.5,4.95
263,1,0,0.0
263,2,4.79,9.01
263,3,96.16,85.15
263,4,262.05,210.29
263,5,666.84,824.16
263,6,904.42,1034.01
263,7,235.47,366.27
264,1,0,0.0
264,2,1.22,5.42
264,3,22.74,27.06
264,4,80.39,82.08
264,5,379.17,438.72
264,6,1296.04,1389.05
264,7,350.74,582.1
265,1,0,0.0
265,2,12.41,30.82
265,3,182.06,262.53
265,4,281.03,376.29
265,5,745.09,945.29
265,6,1223.28,1417.71
265,7,236.25,331.15
266,1,0,0.0
266,2,0.12,0.59
266,3,17.04,18.31
266,4,84.73,94.0
266,5,221.54,501.99
266,6,760.04,1595.77
266,7,398.04,805.71
267,1,0,0.0
267,2,4,6.88
267,3,88.92,51.65
267,4,163.78,90.55
267,5,1080.95,1272.05
267,6,2203.38,1915.6
267,7,247.11,214.36
268,1,0,0.0
268,2,0,0.0
268,3,1.5,2.27
268,4,2.4,3.24
268,5,77.1,192.22
268,6,146.5,284.53
268,7,52.7,104.7
269,1,0,0.0
269,2,25.25,36.2
269,3,122.92,101.65
269,4,686.42,424.86
269,5,8880.83,3671.49
269,6,21235.83,5527.65
269,7,3854.92,1081.65
270,1,0,0.0
270,2,0,0.0
270,3,1.5,2.27
270,4,2.3,3.3
270,5,75.6,192.8
270,6,151.9,282.5
270,7,53.5,104.39
271,1,0,0.0
271,2,0,0.0
271,3,0.12,0.45
271,4,7.79,18.21
271,5,56.79,158.83
271,6,97.67,129.25
271,7,32.88,60.95
272,1,0,0.0
272,2,0,0.0
272,3,0.8,1.23
272,4,1.4,1.9
272,5,15.3,26.81
272,6,63.9,98.87
272,7,21.1,31.36
273,1,0,0.0
273,2,0,0.0
273,3,0.12,0.45
273,4,7.38,18.28
273,5,55.79,158.88
273,6,95.58,127.47
273,7,32.5,61.05
274,1,0,0.0
274,2,1.22,5.42
274,3,18.22,20.37
274,4,68.22,70.09
274,5,317.35,363.68
274,6,1094.83,1111.12
274,7,292.91,537.03
275,1,0,0.0
275,2,2.23,2.31
275,3,57.46,39.88
275,4,228.38,104.19
275,5,1350.69,925.48
275,6,3652,2759.5
275,7,650.23,434.16
276,1,0,0.0
276,2,13,67.37
276,3,578.09,2436.41
276,4,1925.34,7619.86
276,5,4321.38,7230.86
276,6,4915.5,6302.71
276,7,809.72,978.9
277,1,0,0.0
277,2,4.55,13.06
277,3,78.86,76.97
277,4,206.91,276.94
277,5,834.73,1034.65
277,6,1951.04,2612.1
277,7,394.74,547.87
278,1,0,0.0
278,2,4.57,13.06
278,3,78.58,77.12
278,4,205.04,277.16
278,5,832.03,1036.07
278,6,1939.73,2616.27
278,7,392.62,548.56
279,1,0,0.0
279,2,1.67,5.27
279,3,67.48,153.74
279,4,432.9,972.62
279,5,737.86,810.15
279,6,1227.29,772.28
279,7,409.62,275.45
280,1,0,0.0
280,2,7.38,11.54
280,3,82.24,71.4
280,4,155.29,190.92
280,5,493.57,590.06
280,6,1762.62,1778.69
280,7,344.62,307.91
281,1,0,0.0
281,2,4.57,13.06
281,3,78.76,77.03
281,4,206.62,277.04
281,5,833.34,1035.45
281,6,1947.55,2613.78
281,7,394.38,548.04
282,1,0,0.0
282,2,2.05,5.43
282,3,81.76,162.22
282,4,588.43,1159.83
282,5,962.38,1210.24
282,6,1389.43,971.13
282,7,445.86,292.83
283,1,0,0.0
283,2,7.52,11.46
283,3,82.24,71.4
283,4,154.43,191.4
283,5,491.57,591.08
283,6,1766.86,1776.31
283,7,355.19,301.98
284,1,0,0.0
284,2,4.57,13.06
284,3,78.55,77.13
284,4,207.22,276.82
284,5,832.69,1035.77
284,6,1947.68,2613.73
284,7,394.62,547.93
285,1,0,0.0
285,2,7.52,11.46
285,3,82.71,71.18
285,4,155.24,190.95
285,5,494.1,589.77
285,6,1773.86,1771.85
285,7,349.76,306.1
286,1,0,0.0
286,2,7.48,11.49
286,3,82.9,71.07
286,4,154.9,191.15
286,5,487.48,592.67
286,6,1734.95,1788.46
286,7,350.52,305.66
287,1,0,0.0
287,2,4.19,12.77
287,3,77.05,76.56
287,4,205.05,277.16
287,5,834.64,1034.71
287,6,1948.69,2613.27
287,7,392.99,548.49
288,1,0,0.0
288,2,2.1,4.35
288,3,90.48,87.59
288,4,409.17,785.63
288,5,3712.69,9187.15
288,6,7391,13151.96
288,7,1581.24,2787.83
289,1,0,0.0
289,2,71.44,283.91
289,3,1679.09,5758.72
289,4,3148.38,8111.56
289,5,7260.15,15309.48
289,6,10869.41,16300.18
289,7,2679.15,3735.78
290,1,0,0.0
290,2,1.38,3.77
290,3,61,84.75
290,4,162.66,207.96
290,5,822.28,1695.63
290,6,2421.14,2548.45
290,7,571.48,721.11
291,1,0,0.0
291,2,4.79,9.01
291,3,95.47,85.86
291,4,262.68,209.67
291,5,660.16,827.65
291,6,858.79,1047.57
291,7,226.58,368.26
292,1,0,0.0
292,2,33.47,149.21
292,3,379.94,1614.85
292,4,481.19,1615.5
292,5,873.25,1688.11
292,6,1062.16,1614.69
292,7,199.56,300.85
293,1,0,0.0
293,2,12.41,30.82
293,3,193.09,262.31
293,4,281.94,375.74
293,5,744.5,945.67
293,6,1223.38,1417.66
293,7,238.16,330.21
294,1,0,0.0
294,2,1.38,3.77
294,3,47.97,50.79
294,4,143.45,149.61
294,5,545.48,641.61
294,6,2212.45,2358.59
294,7,551.83,725.75
295,1,0,0.0
295,2,1.22,5.42
295,3,20.39,26.37
295,4,78.74,83.22
295,5,368.83,442.45
295,6,1286.04,1393.88
295,7,350.78,582.08
296,1,0,0.0
296,2,0.12,0.59
296,3,17.23,18.2
296,4,89.42,94.51
296,5,240.19,504.56
296,6,848.42,1626.33
296,7,440.85,821.75
297,1,0,0.0
297,2,4.24,12.86
297,3,74.97,71.93
297,4,183.38,198.57
297,5,798.24,1008.13
297,6,1921.57,2615.18
297,7,386.82,547.25
298,1,0,0.0
298,2,4,6.88
298,3,89.43,51.58
298,4,163.49,90.68
298,5,1057.49,1265.02
298,6,2237.81,1933.39
298,7,251,215.47
299,1,0,0.0
299,2,4.51,13.07
299,3,75.65,73.95
299,4,190.95,246.17
299,5,792.53,994.73
299,6,1912.66,2611.14
299,7,386.91,547.3
300,1,0,0.0
300,2,4.57,13.06
300,3,77.66,77.06
300,4,205.55,277.19
300,5,826.47,1037.29
300,6,1935.68,2616.86
300,7,393.55,548.34
301,1,0,0.0
301,2,34.19,149.1
301,3,385.69,1613.94
301,4,492.09,1613.54
301,5,889.97,1684.83
301,6,1073,1612.7
301,7,203.09,299.97
302,1,0,0.0
302,2,1.22,5.42
302,3,22.13,27.37
302,4,77.39,83.54
302,5,362.35,441.69
302,6,1262.57,1398.12
302,7,334.52,584.49
303,1,0,0
303,2,0,0
303,3,0,0
303,4,0,0
303,5,0,0
303,6,0,0
303,7,0,0
304,1,0,0.0
304,2,1.22,5.42
304,3,22.78,27.02
304,4,80.3,82.16
304,5,378.22,439.32
304,6,1288.04,1393.06
304,7,351.13,581.91
305,1,0,0.0
305,2,0,0.0
305,3,39.71,61.62
305,4,136.14,171.59
305,5,420.43,298.72
305,6,847.29,841.89
305,7,381.43,413.77
306,1,0,0.0
306,2,4.55,13.06
306,3,78.42,77.17
306,4,206.96,276.92
306,5,830.31,1036.69
306,6,1933.82,2616.97
306,7,393.31,548.41
307,1,0,0.0
307,2,71.44,283.91
307,3,1678.21,5758.98
307,4,3147.62,8111.86
307,5,7261.26,15308.95
307,6,10850,16312.46
307,7,2663.41,3745.63
308,1,0,0.0
308,2,3.84,6.9
308,3,88.95,51.65
308,4,163.05,90.8
308,5,1089.46,1270.41
308,6,2258.84,1932.43
308,7,250.84,215.48
309,1,0,0.0
309,2,4.54,13.06
309,3,78.19,77.19
309,4,204.77,277.11
309,5,813.55,1031.36
309,6,1862.5,2544.38
309,7,378.82,537.7
310,1,0,0.0
310,2,1.22,5.42
310,3,21.91,27.4
310,4,76.48,83.44
310,5,373.91,441.38
310,6,1293.96,1390.2
310,7,350.04,582.44
311,1,0,0.0
311,2,10.49,45.15
311,3,107.12,312.77
311,4,107.69,248.98
311,5,355.98,638.53
311,6,625.41,1042.67
311,7,154.49,249.96
312,1,0,0.0
312,2,19.42,33.33
312,3,119.75,99.54
312,4,691.67,427.58
312,5,9376.42,4607.16
312,6,22728.75,7538.91
312,7,4074.08,1287.8
313,1,0,0.0
313,2,7.38,11.54
313,3,78.57,70.64
313,4,153.43,191.85
313,5,488.86,592.2
313,6,1712.19,1789.07
313,7,342.86,308.08
314,1,0,0.0
314,2,1.9,5.44
314,3,48.14,70.65
314,4,375.43,718.09
314,5,795.1,1040.96
314,6,1282.76,922.88
314,7,402,257.06
315,1,0,0.0
315,2,10.49,45.15
315,3,104.88,313.11
315,4,103.08,248.53
315,5,320.22,601.35
315,6,570.67,984.21
315,7,137.37,226.0
316,1,0,0.0
316,2,0,0.0
316,3,16.55,23.22
316,4,44.36,52.85
316,5,140.91,158.08
316,6,299.18,225.55
316,7,75.36,64.22
317,1,0,0.0
317,2,4.57,13.06
317,3,79.16,76.72
317,4,207.36,276.75
317,5,834.36,1034.88
317,6,1954.04,2610.37
317,7,396.08,547.12
318,1,0,0.0
318,2,12.41,30.82
318,3,192.69,262.6
318,4,282.41,375.43
318,5,745.47,945.05
318,6,1230.12,1413.23
318,7,239.16,329.57
319,1,0,0.0
319,2,4.55,13.06
319,3,77.59,77.02
319,4,201.7,275.14
319,5,829.22,1036.97
319,6,1952.28,2611.41
319,7,394.86,547.81
320,1,0,0.0
320,2,10.47,45.15
320,3,107.14,312.76
320,4,107.39,249.09
320,5,353.82,639.37
320,6,626.1,1042.41
320,7,153.9,250.21
321,1,0,0.0
321,2,4.57,13.06
321,3,78.59,77.11
321,4,205.91,277.18
321,5,825.95,1037.29
321,6,1939.03,2616.41
321,7,392.64,548.56
322,1,0,0.0
322,2,0.5,1.17
322,3,65.75,79.66
322,4,144.08,133.06
322,5,266.58,372.04
322,6,778.5,886.42
322,7,285,308.25
323,1,0,0.0
323,2,2.14,4.33
323,3,86.07,87.29
323,4,405.79,786.6
323,5,3694.31,9191.78
323,6,7323.83,13164.72
323,7,1555.83,2790.16
324,1,0,0.0
324,2,4.57,13.06
324,3,78.92,76.93
324,4,206.41,277.09
324,5,836.16,1033.69
324,6,1953.95,2610.43
324,7,395.74,547.33
325,1,0,0.0
325,2,2.14,4.33
325,3,91.03,87.14
325,4,410.41,785.16
325,5,3724.17,9183.68
325,6,7413.79,13145.2
325,7,1587.28,2786.22
326,1,0,0.0
326,2,1.22,5.42
326,3,19.83,25.41
326,4,75.43,83.02
326,5,365.26,442.32
326,6,1265.04,1398.14
326,7,344.3,584.4
327,1,0,0.0
327,2,71.24,283.96
327,3,1676.18,5759.55
327,4,3145.74,8112.6
327,5,7257.88,15310.55
327,6,10856.53,16308.42
327,7,2677,3737.26
328,1,0,0.0
328,2,2.05,5.43
328,3,80.71,162.6
328,4,584.05,1161.57
328,5,938.57,1220.39
328,6,1353.19,985.39
328,7,430.95,298.38
329,1,0,0.0
329,2,0,0.0
329,3,216.73,449.42
329,4,560.64,912.06
329,5,2237.86,4014.1
329,6,4015.68,4956.86
329,7,646.36,754.32
330,1,0,0.0
330,2,10.43,45.16
330,3,107.14,312.76
330,4,107.84,248.92
330,5,353.98,639.32
330,6,623.8,1043.17
330,7,153.75,250.26
331,1,0,0.0
331,2,7.33,11.56
331,3,79.71,71.35
331,4,154.62,191.3
331,5,485.57,593.18
331,6,1753.9,1782.84
331,7,344.67,307.91
332,1,0,0.0
332,2,0,0.0
332,3,186.59,419.11
332,4,517.59,879.32
332,5,2116.86,3964.86
332,6,3949.91,4943.13
332,7,649,754.42
333,1,0,0.0
333,2,1.92,2.33
333,3,58.69,38.48
333,4,238.23,94.15
333,5,1421.23,906.08
333,6,3910,2639.18
333,7,712.15,408.25
334,1,0,0.0
334,2,4.41,14.45
334,3,67.96,157.54
334,4,83.94,191.63
334,5,305.76,551.82
334,6,519.51,755.38
334,7,129.25,186.55
335,1,0,0.0
335,2,9.98,45.12
335,3,104.18,313.04
335,4,104.73,249.21
335,5,341.61,636.79
335,6,573.45,991.14
335,7,142.78,240.92
336,1,0,0.0
336,2,1.38,3.77
336,3,59.9,84.87
336,4,168.48,212.24
336,5,841.41,1693.97
336,6,2431.66,2543.6
336,7,562.66,725.25
337,1,0,0.0
337,2,9.31,26.52
337,3,159.41,207.75
337,4,241.97,325.68
337,5,684.34,917.47
337,6,1069.06,1204.06
337,7,189.22,215.8
338,1,0,0.0
338,2,12.38,30.83
338,3,192.06,263.0
338,4,282.34,375.48
338,5,747.5,943.64
338,6,1230.56,1412.9
338,7,237.22,330.72
339,1,0,0.0
339,2,0.76,2.01
339,3,54.21,78.11
339,4,167.97,212.07
339,5,830.45,1695.74
339,6,2383.1,2554.7
339,7,556.1,726.15
340,1,0,0.0
340,2,7,11.55
340,3,77.48,69.55
340,4,133.9,175.75
340,5,430.48,544.95
340,6,1603.48,1697.35
340,7,303.14,243.17
341,1,0,0.0
341,2,4.54,13.06
341,3,78.7,77.06
341,4,206.39,277.1
341,5,834.31,1034.91
341,6,1946.69,2614.15
341,7,394.31,548.06
342,1,0,0.0
342,2,70.82,284.05
342,3,1663.18,5762.61
342,4,3066.97,8129.05
342,5,7048.15,15357.16
342,6,10396.24,16361.94
342,7,2586.03,3759.32
343,1,0,0.0
343,2,71.44,283.91
343,3,1676.5,5759.46
343,4,3136.74,8115.87
343,5,7225.29,15324.6
343,6,10813.94,16333.03
343,7,2666,3744.18
344,1,0,0.0
344,2,12.41,30.82
344,3,188.22,264.35
344,4,279.16,377.18
344,5,724.44,950.88
344,6,1229.41,1413.75
344,7,239.16,329.57
345,1,0,0.0
345,2,0,0.0
345,3,229.41,447.18
345,4,577.73,911.26
345,5,2303.09,4004.01
345,6,4105.14,4941.72
345,7,654.5,753.9
346,1,0,0.0
346,2,4.79,9.01
346,3,90.63,87.57
346,4,254.68,214.55
346,5,638.95,831.13
346,6,795.84,996.03
346,7,154.16,152.13
347,1,0,0.0
347,2,34.19,149.1
347,3,385.34,1614.01
347,4,488,1614.57
347,5,883.31,1686.81
347,6,1030.91,1606.53
347,7,186.59,291.84
348,1,0,0.0
348,2,1.13,5.42
348,3,22.83,26.98
348,4,79.52,82.79
348,5,381.17,437.28
348,6,1304.43,1383.58
348,7,350.83,582.06
349,1,0,0.0
349,2,4,6.88
349,3,90.35,50.95
349,4,165.95,88.44
349,5,1087.7,1270.93
349,6,2286.86,1917.19
349,7,253.81,214.57
350,1,0,0.0
350,2,0.12,0.59
350,3,16.85,18.36
350,4,82.38,91.24
350,5,234.08,505.85
350,6,830.12,1631.13
350,7,429.19,823.63
351,1,0,0.0
351,2,0.12,0.59
351,3,16.19,18.1
351,4,84.77,94.03
351,5,240.92,504.26
351,6,847.15,1626.85
351,7,442.62,821.06
352,1,0,0.0
352,2,4.53,13.07
352,3,76.89,76.36
352,4,203.57,276.65
352,5,818.65,1035.17
352,6,1935.12,2616.9
352,7,393.23,548.43
353,1,0,0.0
353,2,3.92,6.91
353,3,87.27,50.51
353,4,164.46,90.12
353,5,1091.14,1269.83
353,6,2267.54,1929.41
353,7,253.54,214.72
354,1,0,0.0
354,2,10.49,45.15
354,3,106.92,312.83
354,4,107.86,248.91
354,5,354.78,639.04
354,6,620.59,1043.78
354,7,153.27,250.39
355,1,0,0.0
355,2,0.9,2.05
355,3,78.95,162.89
355,4,585.38,1161.08
355,5,945.71,1218.48
355,6,1399.24,961.82
355,7,446.05,292.64
356,1,0,0.0
356,2,12.09,30.9
356,3,186.28,264.31
356,4,279.97,376.83
356,5,744.41,945.73
356,6,1208.84,1423.45
356,7,228.72,331.19
357,1,0,0.0
357,2,4.51,13.07
357,3,78.8,77.01
357,4,206.23,277.13
357,5,809.28,1026.68
357,6,1929.72,2616.86
357,7,392.11,548.63
358,1,0,0.0
358,2,0,0.0
358,3,229.5,447.13
358,4,592.59,904.25
358,5,2346.36,3983.12
358,6,4198,4884.37
358,7,677.05,741.59
359,1,0,0.0
359,2,1.34,3.78
359,3,62.03,84.24
359,4,173.1,212.07
359,5,848.48,1691.65
359,6,2438.21,2539.9
359,7,564.21,724.77
360,1,0,0.0
360,2,12.41,30.82
360,3,190.5,263.78
360,4,276.22,377.93
360,5,742.12,947.04
360,6,1224,1417.29
360,7,236.47,331.06
361,1,0,0.0
361,2,2.05,5.43
361,3,81.24,162.43
361,4,589.29,1159.44
361,5,963.86,1209.25
361,6,1402.67,958.0
361,7,445.14,293.5
362,1,0,0.0
362,2,7.84,18.91
362,3,161.41,216.43
362,4,243.97,332.29
362,5,623.16,731.7
362,6,1072.25,1215.62
362,7,208.94,302.27
363,1,0,0.0
363,2,34.19,149.1
363,3,386.06,1613.86
363,4,490.84,1613.89
363,5,875.16,1688.02
363,6,1063.97,1614.53
363,7,200.94,300.68
364,1,0,0.0
364,2,0.12,0.59
364,3,16.69,18.35
364,4,87.5,95.09
364,5,238.54,505.11
364,6,848.23,1626.42
364,7,440.73,821.79
365,1,0,0.0
365,2,3.89,6.91
365,3,89.73,51.45
365,4,164.3,90.24
365,5,1099.54,1265.58
365,6,2285.86,1918.01
365,7,254.97,213.77
366,1,0,0.0
366,2,2.05,5.43
366,3,81.67,162.26
366,4,589.05,1159.55
366,5,965.19,1208.32
366,6,1380,977.85
366,7,439.76,297.21
367,1,0,0.0
367,2,1.62,3.57
367,3,83.62,84.07
367,4,374.24,773.76
367,5,3620.66,9198.84
367,6,7307.1,13166.24
367,7,1578.48,2788.43
368,1,0,0.0
368,2,1.38,3.77
368,3,61.62,84.49
368,4,174.66,211.3
368,5,850.93,1690.63
368,6,2432.17,2543.33
368,7,567.76,723.27
369,1,0,0.0
369,2,0,0.0
369,3,229.77,446.99
369,4,591.14,905.19
369,5,2345.09,3983.9
369,6,4191.32,4889.94
369,7,675.59,742.89
370,1,0,0.0
370,2,12.91,67.38
370,3,570.59,2437.85
370,4,1909.28,7623.29
370,5,4248.62,7257.33
370,6,4919.09,6301.23
370,7,805.19,979.78
371,1,0,0.0
371,2,0,0.0
371,3,0.12,0.45
371,4,7.79,18.21
371,5,58.29,158.45
371,6,104.96,128.56
371,7,33.42,60.7
372,1,0,0.0
372,2,12.78,67.4
372,3,566.5,2438.3
372,4,1878.66,7626.62
372,5,4116.69,7241.87
372,6,4734.12,6286.94
372,7,802.75,979.95
373,1,0,0.0
373,2,1.38,3.77
373,3,61.79,84.4
373,4,170.72,212.55
373,5,843.59,1693.35
373,6,2413.21,2551.21
373,7,569.72,722.21
374,1,0,0.0
374,2,0,0.0
374,3,19,30.96
374,4,39.73,39.94
374,5,129.36,158.93
374,6,286.55,223.22
374,7,66.45,55.88
375,1,0,0.0
375,2,4.57,13.06
375,3,78.54,77.13
375,4,205.93,277.17
375,5,829.15,1036.98
375,6,1947.62,2613.75
375,7,395.32,547.58
376,1,0,0.0
376,2,1.92,2.33
376,3,50.15,35.98
376,4,225.62,104.33
376,5,1404.69,918.08
376,6,3812.54,2729.09
376,7,672.62,440.49
377,1,0,0.0
377,2,4.55,13.06
377,3,78.99,76.88
377,4,207.76,276.53
377,5,834.77,1034.63
377,6,1947.84,2613.66
377,7,393.69,548.29
378,1,0,0.0
378,2,4.03,12.38
378,3,77.09,76.6
378,4,197.68,268.53
378,5,785.26,973.75
378,6,1826.77,2448.55
378,7,371.43,520.47
379,1,0,0.0
379,2,13,67.37
379,3,576.44,2436.8
379,4,1918.72,7621.41
379,5,4203.94,7261.25
379,6,4840.12,6317.74
379,7,810.03,978.81
380,1,0,0.0
380,2,7.1,11.57
380,3,83.76,70.43
380,4,154.52,191.35
380,5,494.86,589.33
380,6,1754.95,1782.4
380,7,349.29,306.35
381,1,0,0.0
381,2,0,0.0
381,3,30,38.18
381,4,302.5,415.07
381,5,1234.5,1731.7
381,6,4746,6670.85
381,7,949.5,1320.17
382,1,0,0.0
382,2,12.41,30.82
382,3,192.84,262.49
382,4,280.94,376.34
382,5,742.03,947.09
382,6,1229.38,1413.77
382,7,238.5,330.0
383,1,0,0
383,2,0,0
383,3,26,0
383,4,230,0
383,5,340,0
383,6,820,0
383,7,254,0
384,1,0,0.0
384,2,2.05,5.43
384,3,80.24,162.72
384,4,580.86,1162.6
384,5,936.71,1220.73
384,6,1332.86,979.84
384,7,414.1,283.51
385,1,0,0.0
385,2,13,67.37
385,3,576.91,2436.69
385,4,1926.16,7619.65
385,5,4327.97,7227.22
385,6,4958.12,6280.57
385,7,820.16,974.14
386,1,0,0.0
386,2,1.92,2.33
386,3,51.85,38.82
386,4,230.62,103.25
386,5,1383.08,926.79
386,6,3713.38,2764.65
386,7,663.54,440.02
387,1,0,0.0
387,2,4.57,13.06
387,3,79.04,76.83
387,4,207.55,276.65
387,5,832.89,1035.67
387,6,1952.78,2611.13
387,7,394.93,547.78
388,1,0,0.0
388,2,4.79,9.01
388,3,92.58,87.57
388,4,257.53,213.56
388,5,661.68,826.96
388,6,892.47,1041.66
388,7,232,367.59
389,1,0,0.0
389,2,4,6.88
389,3,87.73,51.04
389,4,161.51,90.57
389,5,1088.05,1270.84
389,6,2212.16,1922.44
389,7,251.16,215.46
390,1,0,0.0
390,2,10.49,45.15
390,3,107.16,312.76
390,4,107.57,249.03
390,5,354.61,639.11
390,6,624.02,1043.11
390,7,154.24,250.08
391,1,0,0.0
391,2,4.57,13.06
391,3,78.62,77.1
391,4,207.84,276.48
391,5,834.07,1035.05
391,6,1950.66,2612.3
391,7,395.24,547.62
392,1,0,0.0
392,2,1.38,3.77
392,3,59.24,84.72
392,4,170.97,212.54
392,5,847.69,1691.96
392,6,2426.97,2545.93
392,7,562.62,725.26
393,1,0,0.0
393,2,1.34,3.78
393,3,61.41,84.6
393,4,172.28,212.33
393,5,834.52,1695.34
393,6,2430.93,2543.98
393,7,562.14,725.39
394,1,0,0.0
394,2,4,6.88
394,3,87.16,50.36
394,4,163.05,90.8
394,5,1086.76,1271.17
394,6,2275.51,1925.29
394,7,254.65,214.02
395,1,0,0.0
395,2,10.29,45.17
395,3,103.37,312.85
395,4,106.45,249.31
395,5,350.92,639.88
395,6,624.59,1042.94
395,7,153.82,250.23
396,1,0,0.0
396,2,10.31,45.17
396,3,105.8,313.07
396,4,105,249.27
396,5,348.27,639.73
396,6,614.24,1043.45
396,7,150.65,250.25
397,1,0,0.0
397,2,34.19,149.1
397,3,384.72,1614.14
397,4,490.59,1613.96
397,5,885.81,1686.17
397,6,1079.78,1610.19
397,7,203.94,299.55
398,1,0,0.0
398,2,1.34,3.78
398,3,59.1,84.67
398,4,152.86,188.35
398,5,739.1,1623.36
398,6,2037.83,1644.27
398,7,442.38,353.55
399,1,0,0.0
399,2,0.14,0.38
399,3,42.71,60.67
399,4,146.29,167.92
399,5,468.29,307.59
399,6,872.57,833.74
399,7,383.86,412.53
400,1,0,0.0
400,2,1.22,5.42
400,3,22.61,27.15
400,4,79.65,82.7
400,5,381.3,437.18
400,6,1291.78,1391.33
400,7,346.39,583.85
401,1,0,0.0
401,2,0,0.0
401,3,26.45,35.47
401,4,55.82,57.62
401,5,143.09,156.66
401,6,319.64,208.88
401,7,80,61.78
402,1,0,0.0
402,2,0,0.0
402,3,4.3,8.82
402,4,36.6,50.79
402,5,123.4,177.33
402,6,224.6,410.21
402,7,17.8,32.37
403,1,0,0.0
403,2,4,6.88
403,3,89.65,51.49
403,4,164.24,90.28
403,5,1092.97,1269.09
403,6,2270.11,1928.23
403,7,250.95,215.48
404,1,0,0.0
404,2,4.79,9.01
404,3,96.11,85.21
404,4,264.79,207.28
404,5,671.16,821.3
404,6,906.63,1032.26
404,7,234.63,366.66
405,1,0,0.0
405,2,2.14,4.33
405,3,91.45,86.73
405,4,412.52,784.23
405,5,3741.52,9177.59
405,6,7492.86,13112.19
405,7,1606.07,2778.58
406,1,0,0.0
406,2,1.22,5.42
406,3,21.09,27.11
406,4,74.7,82.52
406,5,366.74,442.46
406,6,1278.22,1396.39
406,7,344.3,584.4
407,1,0,0.0
407,2,0,0.0
407,3,2.7,7.86
407,4,34,51.82
407,5,87.8,160.37
407,6,149.7,367.78
407,7,9.3,22.38
408,1,0,0.0
408,2,2.14,4.33
408,3,90.72,87.4
408,4,410.62,785.08
408,5,3712.76,9187.13
408,6,7454.17,13130.2
408,7,1598.66,2782.07
409,1,0,0.0
409,2,0,0.0
409,3,0,0.0
409,4,20.29,16.2
409,5,35.14,68.77
409,6,62.71,132.89
409,7,6.29,13.61
410,1,0,0.0
410,2,71.32,283.94
410,3,1667.09,5761.8
410,4,3137.85,8115.49
410,5,7142.18,15349.07
410,6,10372.38,16351.98
410,7,2601.53,3761.18
411,1,0,0.0
411,2,0,0.0
411,3,141.55,233.91
411,4,417.77,541.82
411,5,1635.18,2676.06
411,6,3366.91,3757.24
411,7,569.86,647.23
412,1,0,0.0
412,2,1.77,2.09
412,3,56.31,40.64
412,4,222.23,102.98
412,5,1366.85,928.28
412,6,3782.62,2745.6
412,7,675.77,439.98
413,1,0,0.0
