districtid,monthid,statemean,statestdev
413,2,0.12,0.59
413,3,17.42,18.04
413,4,90.69,93.52
413,5,238.54,505.11
413,6,846.5,1627.11
413,7,443.27,820.77
414,1,0,0.0
414,2,2.14,4.33
414,3,91.38,86.8
414,4,411.28,784.8
414,5,3719.97,9185.01
414,6,7342.52,13162.24
414,7,1576.17,2788.87
415,1,0,0.0
415,2,1.34,3.78
415,3,62,84.26
415,4,175.07,211.04
415,5,830.66,1695.73
415,6,2377.38,2554.11
415,7,558.28,726.05
416,1,0,0.0
416,2,0.12,0.59
416,3,16.69,18.35
416,4,80.73,88.19
416,5,238.46,505.13
416,6,843.42,1628.22
416,7,436.96,822.89
417,1,0,0.0
417,2,0.12,0.59
417,3,16.31,18.19
417,4,89.81,94.27
417,5,239.92,504.66
417,6,845.15,1627.62
417,7,441.12,821.65
418,1,0,0.0
418,2,11.19,30.51
418,3,184.88,263.97
418,4,277.12,377.78
418,5,718.16,949.54
418,6,1121.97,1350.74
418,7,215.16,316.23
419,1,0,0.0
419,2,1.77,2.09
419,3,57.54,39.81
419,4,230.54,103.3
419,5,1399.54,920.86
419,6,3765.54,2752.77
419,7,670,440.64
420,1,0,0.0
420,2,2.23,2.31
420,3,56.15,40.7
420,4,229,104.0
420,5,1382.23,926.98
420,6,3666.08,2762.51
420,7,651.77,435.16
421,1,0,0.0
421,2,0,0.0
421,3,0.12,0.45
421,4,7.79,18.21
421,5,58.33,158.44
421,6,104.96,128.56
421,7,33.33,60.75
422,1,0,0.0
422,2,19.75,33.89
422,3,117.92,97.63
422,4,680.25,420.46
422,5,10038.33,4550.41
422,6,23699.75,6324.45
422,7,4234.92,1072.45
423,1,0,0.0
423,2,13,67.37
423,3,577.28,2436.61
423,4,1924.5,7620.07
423,5,4313.22,7235.07
423,6,4955.91,6281.97
423,7,816,976.5
424,1,0,0.0
424,2,4.53,9.08
424,3,81.47,74.32
424,4,237.63,203.54
424,5,641.53,831.32
424,6,890.42,1042.68
424,7,235.89,366.07
425,1,0,0.0
425,2,0,0.0
425,3,26.27,35.62
425,4,56.27,57.18
425,5,143.73,156.17
425,6,300.36,225.29
425,7,81.27,60.27
426,1,0,0.0
426,2,4.68,9.06
426,3,84.84,82.0
426,4,251.74,214.74
426,5,647.63,831.09
426,6,859.95,1047.75
426,7,228.84,368.18
427,1,0,0.0
427,2,16.58,25.81
427,3,108.5,78.06
427,4,660.67,397.26
427,5,9245.33,4455.86
427,6,22161.67,7368.75
427,7,4108.25,1269.58
428,1,0,0.0
428,2,2.05,5.43
428,3,81.05,162.5
428,4,588.71,1159.7
428,5,958.05,1212.9
428,6,1355.43,985.41
428,7,432.24,298.58
429,1,0,0.0
429,2,0,0.0
429,3,0.12,0.45
429,4,7.79,18.21
429,5,58.33,158.44
429,6,105.04,128.49
429,7,33.12,60.85
430,1,0,0.0
430,2,4.57,13.06
430,3,79.01,76.86
430,4,206.81,276.98
430,5,829.93,1036.79
430,6,1926.11,2616.35
430,7,390.43,548.61
431,1,0,0.0
431,2,34.19,149.1
431,3,385.03,1614.08
431,4,490.16,1614.07
431,5,887.78,1685.58
431,6,1067.56,1614.01
431,7,202.34,300.28
432,1,0,0.0
432,2,0,0.0
432,3,26.45,35.47
432,4,56.36,57.09
432,5,146.27,153.84
432,6,322.55,204.22
432,7,82,59.23
433,1,0,0.0
433,2,4.57,13.06
433,3,78.38,77.18
433,4,207.7,276.56
433,5,832.99,1035.63
433,6,1932.15,2616.98
433,7,393.76,548.27
434,1,0,0.0
434,2,3.92,6.91
434,3,90.51,50.78
434,4,164.59,90.0
434,5,1090.81,1269.95
434,6,2279.19,1922.96
434,7,254.68,214.0
435,1,0,0.0
435,2,4.57,13.06
435,3,79.2,76.68
435,4,208.27,276.18
435,5,832.76,1035.74
435,6,1945.43,2614.63
435,7,393.22,548.43
436,1,0,0.0
436,2,1.22,5.42
436,3,22.39,27.28
436,4,78.74,83.22
436,5,374.35,441.22
436,6,1287.78,1393.17
436,7,350.3,582.31
437,1,0,0.0
437,2,71.35,283.93
437,3,1676.79,5759.38
437,4,3143.24,8113.54
437,5,7215.06,15328.49
437,6,10709.94,16376.19
437,7,2633.76,3757.68
438,1,0,0.0
438,2,0,0.0
438,3,0,0.0
438,4,20.71,15.86
438,5,33.43,69.53
438,6,84.43,135.05
438,7,7.29,13.33
439,1,0,0
439,2,2,0
439,3,29,0
439,4,666,0
439,5,91,0
439,6,457,0
439,7,61,0
440,1,0,0.0
440,2,0,0.0
440,3,0.12,0.45
440,4,7.75,18.23
440,5,57.88,158.6
440,6,104.29,129.07
440,7,32.21,61.08
441,1,0,0.0
441,2,1.22,5.42
441,3,22.65,27.12
441,4,78.35,83.37
441,5,375.26,440.85
441,6,1302,1385.3
441,7,350.74,582.1
442,1,0,0.0
442,2,0,0.0
442,3,0.12,0.45
442,4,7.67,18.26
442,5,57.54,158.69
442,6,100.33,130.24
442,7,32.79,60.98
443,1,0,0.0
443,2,0,0.0
443,3,0.12,0.45
443,4,7.62,18.27
443,5,58,158.56
443,6,104.62,128.82
443,7,32.46,61.05
444,1,0,0.0
444,2,0,0.0
444,3,4.3,8.82
444,4,36.8,50.64
444,5,123.1,177.56
444,6,225.5,409.68
444,7,17.8,32.37
445,1,0,0.0
445,2,0,0.0
445,3,0.12,0.45
445,4,7.67,18.26
445,5,57.58,158.68
445,6,103.92,129.32
445,7,32.33,61.07
446,1,0,0.0
446,2,0,0.0
446,3,0.12,0.45
446,4,7.75,18.23
446,5,57.5,158.7
446,6,100.83,130.27
446,7,33.29,60.77
447,1,0,0.0
447,2,0,0.0
447,3,0.12,0.45
447,4,7.79,18.21
447,5,56.83,158.83
447,6,104.38,129.01
447,7,33.08,60.87
448,1,0,0.0
448,2,4.41,13.04
448,3,76.81,76.26
448,4,198.18,269.61
448,5,742.28,734.79
448,6,1698.69,1638.61
448,7,341.58,335.78
449,1,0,0.0
449,2,5.38,7.69
449,3,78.9,70.89
449,4,126.38,154.62
449,5,389.52,406.57
449,6,1438.1,1160.79
449,7,319.86,288.22
450,1,0,0.0
450,2,0,0.0
450,3,0,0.0
450,4,15.14,11.28
450,5,31.86,69.87
450,6,79,137.55
450,7,7.14,13.41
451,1,0,0.0
451,2,3.97,6.89
451,3,89.3,51.62
451,4,163.7,90.59
451,5,1094.84,1268.23
451,6,2268.86,1928.82
451,7,251.38,215.44
452,1,0,0.0
452,2,3.86,6.9
452,3,86.41,49.04
452,4,159.84,89.14
452,5,1090.78,1269.96
452,6,2213.3,1923.21
452,7,244.49,212.04
453,1,0,0.0
453,2,12.72,67.4
453,3,572.09,2437.62
453,4,1856.78,7626.44
453,5,4074.97,7219.9
453,6,4893.94,6310.15
453,7,810.62,978.64
454,1,0,0.0
454,2,4.55,13.06
454,3,78.51,77.14
454,4,206.89,276.95
454,5,830.19,1036.72
454,6,1929.92,2616.87
454,7,391.11,548.67
455,1,0,0.0
455,2,0.12,0.59
455,3,16.69,18.35
455,4,88.15,95.02
455,5,240.54,504.42
455,6,838.92,1629.55
455,7,436.69,822.95
456,1,0,0.0
456,2,0,0.0
456,3,29.5,38.89
456,4,316.5,395.27
456,5,1302.5,1635.54
456,6,5085.5,6190.72
456,7,984.5,1270.67
457,1,0,0.0
457,2,2.05,5.43
457,3,80.48,162.67
457,4,582.71,1162.03
457,5,945.52,1218.55
457,6,1375.05,980.52
457,7,440.9,296.61
458,1,0,0.0
458,2,34.16,149.11
458,3,383.75,1614.33
458,4,492.38,1613.46
458,5,892.81,1683.71
458,6,1083.81,1608.23
458,7,204.03,299.5
459,1,0,0.0
459,2,4.57,13.06
459,3,79.08,76.8
459,4,207.7,276.56
459,5,834.55,1034.76
459,6,1956.07,2609.05
459,7,395.68,547.37
460,1,0,0.0
460,2,4.57,13.06
460,3,78.74,77.04
460,4,205.46,277.19
460,5,831.43,1036.31
460,6,1947.73,2613.71
460,7,394.34,548.05
461,1,0,0.0
461,2,2.08,2.4
461,3,53.54,40.41
461,4,213.23,90.4
461,5,1354.85,926.61
461,6,3417.62,2540.58
461,7,655.31,437.13
462,1,0,0.0
462,2,0,0.0
462,3,223.45,449.31
462,4,570.14,912.57
462,5,2272.18,4011.98
462,6,4086.32,4948.14
462,7,671.05,746.49
463,1,0,0.0
463,2,1.38,3.77
463,3,61.55,84.53
463,4,173.79,211.77
463,5,840.45,1694.21
463,6,2407.66,2552.68
463,7,570.45,721.77
464,1,0,0.0
464,2,0,0.0
464,3,0,0.0
464,4,19,16.58
464,5,35.29,68.68
464,6,84.43,135.05
464,7,6.86,13.53
465,1,0,0.0
465,2,0,0.0
465,3,25.36,36.14
465,4,54.91,58.35
465,5,134.18,159.92
465,6,301.55,224.94
465,7,77.73,63.55
466,1,0,0.0
466,2,10.49,45.15
466,3,107.1,312.78
466,4,107.88,248.9
466,5,356.78,638.12
466,6,627.47,1041.83
466,7,153.12,250.42
467,1,0,0.0
467,2,10.49,45.15
467,3,105.55,313.1
467,4,107.47,249.06
467,5,351.37,639.84
467,6,622.88,1043.4
467,7,152.8,250.47
468,1,0,0.0
468,2,2.07,4.35
468,3,82.83,82.52
468,4,409,785.69
468,5,3714.62,9186.6
468,6,7393.86,13151.18
468,7,1576.34,2788.84
469,1,0,0
469,2,0,0
469,3,0,0
469,4,0,0
469,5,0,0
469,6,0,0
469,7,0,0
470,1,0,0.0
470,2,7.52,11.46
470,3,84,70.21
470,4,156.62,190.0
470,5,499.38,586.21
470,6,1780.1,1767.34
470,7,350.71,305.54
471,1,0,0.0
471,2,4.53,13.07
471,3,78.38,77.18
471,4,204.69,277.09
471,5,830.24,1036.71
471,6,1940.19,2616.17
471,7,392.32,548.61
472,1,0,0.0
472,2,4.57,13.06
472,3,78.88,76.96
472,4,206.93,276.93
472,5,832.28,1035.96
472,6,1945.5,2614.61
472,7,393.57,548.33
473,1,0,0.0
473,2,1.38,3.77
473,3,61.45,84.58
473,4,170.03,212.53
473,5,840.31,1694.24
473,6,2374.79,2553.72
473,7,534.76,716.28
474,1,0,0.0
474,2,4.39,13.03
474,3,74.72,71.02
474,4,200.64,273.85
474,5,820.59,1036.12
474,6,1932.3,2616.99
474,7,387.07,547.4
475,1,0,0.0
475,2,34.06,149.13
475,3,383.78,1614.32
475,4,488,1614.57
475,5,881.09,1687.27
475,6,1068.97,1613.73
475,7,201.56,300.53
476,1,0,0.0
476,2,4.57,13.06
476,3,78.82,76.99
476,4,207.57,276.64
476,5,828.81,1037.05
476,6,1946.57,2614.2
476,7,395.2,547.64
477,1,0,0.0
477,2,7.48,11.49
477,3,82.19,71.42
477,4,155.48,190.8
477,5,491.71,591.01
477,6,1750.14,1784.33
477,7,351.48,305.05
478,1,0,0.0
478,2,0,0.0
478,3,4.3,8.82
478,4,36.9,50.56
478,5,121.7,178.54
478,6,224.8,410.09
478,7,17.6,32.48
479,1,0,0.0
479,2,0,0.0
479,3,4.3,8.82
479,4,30.7,50.81
479,5,112.4,181.62
479,6,213,414.89
479,7,16,32.85
480,1,0,0.0
480,2,4.45,13.06
480,3,77.66,77.06
480,4,205.28,277.18
480,5,819.34,1035.54
480,6,1914.09,2611.95
480,7,388.45,548.09
481,1,0,0.0
481,2,34.19,149.1
481,3,386.91,1613.66
481,4,492.5,1613.42
481,5,891.12,1684.4
481,6,1071.72,1613.06
481,7,201.59,300.52
482,1,0,0.0
482,2,10.49,45.15
482,3,105.61,313.09
482,4,101.75,247.55
482,5,334.27,629.23
482,6,620.65,1043.78
482,7,153.76,250.25
483,1,0,0.0
483,2,22.79,49.27
483,3,720.56,1810.66
483,4,2032.47,5297.26
483,5,6188.88,14442.13
483,6,9957.62,15973.76
483,7,2450.41,3642.92
484,1,0,0.0
484,2,0.12,0.59
484,3,14.27,12.66
484,4,89.31,94.58
484,5,240.35,504.5
484,6,849.5,1625.87
484,7,443.38,820.72
485,1,0,0.0
485,2,3.27,5.7
485,3,89.73,51.45
485,4,161.43,90.53
485,5,1089.22,1270.49
485,6,2271.49,1927.53
485,7,255.05,213.71
486,1,0,0.0
486,2,0,0.0
486,3,225.59,448.76
486,4,586.73,907.72
486,5,2320.5,3996.98
486,6,4090.55,4946.85
486,7,665.45,749.99
487,1,0,0.0
487,2,4.5,13.07
487,3,78.54,77.13
487,4,205.54,277.19
487,5,830.14,1036.74
487,6,1941.5,2615.86
487,7,390.92,548.66
488,1,0,0.0
488,2,4,6.88
488,3,89.62,51.5
488,4,160.35,89.71
488,5,1059.19,1266.1
488,6,2203.27,1915.51
488,7,242.97,210.1
489,1,0,0.0
489,2,2.1,4.35
489,3,91.31,86.87
489,4,408.03,786.01
489,5,3618.07,9198.76
489,6,7054.34,13108.73
489,7,1495.31,2766.65
490,1,0,0.0
490,2,1.38,3.77
490,3,62.17,84.14
490,4,175.03,211.06
490,5,847.79,1691.92
490,6,2442.86,2536.94
490,7,566.21,723.99
491,1,0,0.0
491,2,0,0.0
491,3,225.91,448.66
491,4,582.82,909.52
491,5,2315.09,3999.36
491,6,4077.95,4950.44
491,7,656.91,753.37
492,1,0,0.0
492,2,13,67.37
492,3,577.66,2436.52
492,4,1921.94,7620.68
492,5,4324.06,7229.4
492,6,4931.16,6295.73
492,7,811.56,978.34
493,1,0,0.0
493,2,12.25,30.87
493,3,182.72,262.96
493,4,277.72,377.64
493,5,725.19,950.94
493,6,1206.59,1423.89
493,7,236.25,331.15
494,1,0,0.0
494,2,70.5,284.1
494,3,1667.32,5761.75
494,4,3123,8120.18
494,5,7167.09,15343.44
494,6,10202.15,16244.08
494,7,2441.76,3629.18
495,1,0,0.0
495,2,0.5,1.17
495,3,50,54.69
495,4,146.67,134.83
495,5,306,433.95
495,6,921,1132.4
495,7,298.5,324.14
496,1,0,0.0
496,2,3.97,6.89
496,3,89.41,51.59
496,4,163.62,90.63
496,5,1056.51,1264.36
496,6,2240.35,1933.75
496,7,252.78,215.07
497,1,0,0.0
497,2,12.94,67.38
497,3,577.62,2436.52
497,4,1927.34,7619.35
497,5,4320.5,7231.32
497,6,4946.84,6287.4
497,7,815.41,976.78
498,1,0,0.0
498,2,0,0.0
498,3,0.12,0.45
498,4,7.33,18.27
498,5,55.17,158.83
498,6,100.5,130.26
498,7,33.21,60.81
499,1,0,0.0
499,2,71.38,283.92
499,3,1676.94,5759.34
499,4,3142.44,8113.84
499,5,7226.38,15324.17
499,6,10723.76,16371.83
499,7,2632.03,3758.12
500,1,0,0.0
500,2,71.44,283.91
500,3,1679.41,5758.63
500,4,3145.18,8112.81
500,5,7252.76,15312.92
500,6,10822.21,16328.57
500,7,2670.76,3741.33
501,1,0,0.0
501,2,0.12,0.59
501,3,17.42,18.04
501,4,90.38,93.81
501,5,236.19,505.64
501,6,844,1628.02
501,7,443.15,820.82
502,1,0,0.0
502,2,34.19,149.1
502,3,386.81,1613.68
502,4,490.81,1613.9
502,5,891.88,1684.1
502,6,1082.56,1608.87
502,7,203.53,299.76
503,1,0,0.0
503,2,10.49,45.15
503,3,106.98,312.82
503,4,107.51,249.05
503,5,354.49,639.15
503,6,625.88,1042.49
503,7,152.76,250.48
504,1,0,0.0
504,2,69.5,284.17
504,3,1652.53,5764.32
504,4,3058.38,8129.18
504,5,6956.59,15345.09
504,6,10146.91,16195.06
504,7,2555.06,3748.68
505,1,0,0.0
505,2,34.09,149.12
505,3,386.41,1613.78
505,4,490.81,1613.9
505,5,884.97,1686.4
505,6,1081.41,1609.44
505,7,203.47,299.79
506,1,0,0.0
506,2,3.97,6.89
506,3,89.16,51.64
506,4,161.11,90.34
506,5,1080.41,1272.08
506,6,2285,1918.7
506,7,253.05,214.95
507,1,0,0.0
507,2,1.38,3.77
507,3,60,84.88
507,4,173.69,211.82
507,5,839.1,1694.52
507,6,2389.52,2554.88
507,7,563.86,724.88
508,1,0,0.0
508,2,10.49,45.15
508,3,103.16,312.79
508,4,103.25,248.63
508,5,351.96,639.77
508,6,620.59,1043.78
508,7,153.12,250.42
509,1,0,0.0
509,2,13,67.37
509,3,578,2436.43
509,4,1925.66,7619.78
509,5,4317.94,7232.67
509,6,4965.66,6275.63
509,7,819.34,974.65
510,1,0,0.0
510,2,10.49,45.15
510,3,107.18,312.75
510,4,107.75,248.96
510,5,356.39,638.33
510,6,628.06,1041.55
510,7,154.61,249.9
511,1,0,0.0
511,2,0,0.0
511,3,198.5,437.36
511,4,493.27,837.01
511,5,1792.32,3343.98
511,6,3356.95,3714.63
511,7,530.45,481.18
512,1,0,0.0
512,2,0,0.0
512,3,1.4,2.32
512,4,2.4,3.24
512,5,77.1,192.22
512,6,152.8,282.03
512,7,54.4,103.96
513,1,0,0.0
513,2,0.14,0.38
513,3,43.57,60.14
513,4,151.29,163.93
513,5,459.71,311.12
513,6,857.57,839.45
513,7,381.71,413.63
514,1,0,0.0
514,2,1.38,3.77
514,3,61.21,84.68
514,4,174.62,211.32
514,5,853.69,1689.35
514,6,2460.93,2522.9
514,7,564.48,724.67
515,1,0,0.0
515,2,2,5.44
515,3,81.86,162.18
515,4,587.38,1160.28
515,5,955.52,1214.28
515,6,1409.76,949.13
515,7,450.52,287.42
516,1,0,0.0
516,2,71.44,283.91
516,3,1678.06,5759.02
516,4,3145.12,8112.83
516,5,7243.88,15316.89
516,6,10739.38,16366.4
516,7,2648.32,3752.82
517,1,0,0.0
517,2,0,0.0
517,3,0.12,0.45
517,4,7.75,18.23
517,5,58.33,158.44
517,6,103.96,129.29
517,7,33.38,60.72
518,1,0,0.0
518,2,1.22,5.42
518,3,22.61,27.15
518,4,79.52,82.79
518,5,374.65,441.1
518,6,1307.17,1381.51
518,7,352.52,581.15
519,1,0,0.0
519,2,2.15,2.38
519,3,48.46,31.55
519,4,215.31,94.62
519,5,1383.77,926.63
519,6,3754.15,2756.64
519,7,700.15,424.25
520,1,0,0.0
520,2,1.22,5.42
520,3,22.17,27.36
520,4,79.13,83.03
520,5,367.48,442.49
520,6,1265.09,1398.14
520,7,345.78,584.03
521,1,0,0.0
521,2,70.62,284.08
521,3,1655.15,5763.97
521,4,3006.94,8123.09
521,5,6979.03,15349.87
521,6,10594.35,16396.14
521,7,2619.56,3760.45
522,1,0,0.0
522,2,12.09,30.9
522,3,179.12,259.92
522,4,263.81,372.49
522,5,701.41,938.99
522,6,1194.19,1424.16
522,7,233.16,331.87
523,1,0,0.0
523,2,2.05,5.43
523,3,81.24,162.43
523,4,580.86,1162.6
523,5,943.71,1219.11
523,6,1391.19,969.63
523,7,448.95,289.45
524,1,0,0.0
524,2,2.05,5.43
524,3,82.05,162.09
524,4,589.1,1159.53
524,5,950.86,1216.51
524,6,1339.67,982.79
524,7,420.43,291.84
525,1,0,0.0
525,2,33.66,149.19
525,3,385.31,1614.02
525,4,490.25,1614.05
525,5,889.62,1684.96
525,6,1061.84,1614.71
525,7,200.19,300.8
526,1,0,0.0
526,2,2,5.44
526,3,80.1,162.76
526,4,586.9,1160.48
526,5,931.33,1221.34
526,6,1296.19,944.53
526,7,416.43,286.98
527,1,0,0.0
527,2,10.49,45.15
527,3,106.86,312.85
527,4,107.57,249.03
527,5,356,638.52
527,6,627.16,1041.97
527,7,154.65,249.88
528,1,0,0.0
528,2,0,0.0
528,3,0.08,0.41
528,4,5.83,16.23
528,5,25.62,34.29
528,6,81.88,87.1
528,7,21.38,27.23
529,1,0,0.0
529,2,71.41,283.92
529,3,1678.32,5758.95
529,4,3148.24,8111.62
529,5,7250.12,15314.12
529,6,10826.18,16326.37
529,7,2666.24,3744.04
530,1,0,0.0
530,2,0,0.0
530,3,227.64,448.01
530,4,589.23,906.35
530,5,2316.45,3998.78
530,6,4075.36,4951.09
530,7,654.32,753.94
531,1,0,0.0
531,2,0,0.0
531,3,228.18,447.77
531,4,577.68,911.27
531,5,2310.09,4001.4
531,6,4047.05,4955.99
531,7,644.18,754.07
532,1,0,0.0
532,2,34.19,149.1
532,3,385.06,1614.07
532,4,489.09,1614.33
532,5,886.94,1685.84
532,6,1078.97,1610.54
532,7,201.97,300.41
533,1,0,0.0
533,2,2.23,2.31
533,3,57,40.25
533,4,225.54,104.32
533,5,1386,926.07
533,6,3828.38,2718.28
533,7,687.54,435.06
534,1,0,0.0
534,2,7.52,11.46
534,3,83.24,70.85
534,4,149.9,192.46
534,5,493.67,590.01
534,6,1761.43,1779.31
534,7,351.14,305.27
535,1,0,0.0
535,2,7.38,11.54
535,3,82.33,71.36
535,4,147.33,191.96
535,5,436.24,556.12
535,6,1589.43,1673.28
535,7,318.81,286.27
536,1,0,0.0
536,2,3.7,6.8
536,3,85.81,47.65
536,4,153.95,72.83
536,5,891.11,490.15
536,6,1974.84,931.57
536,7,223,128.9
537,1,0,0.0
537,2,0.5,1.17
537,3,68.08,79.02
537,4,155.5,135.53
537,5,352.83,436.25
537,6,1029.75,1128.64
537,7,324.42,331.48
538,1,0,0.0
538,2,12.94,67.38
538,3,574.03,2437.29
538,4,1927.47,7619.32
538,5,4329.12,7226.56
538,6,4966.34,6275.16
538,7,823.88,971.52
539,1,0,0.0
539,2,0,0.0
539,3,4.3,8.82
539,4,20.5,24.04
539,5,106.8,180.64
539,6,224.1,410.5
539,7,17.8,32.37
540,1,0,0.0
540,2,0,0.0
540,3,4.3,8.82
540,4,36.8,50.64
540,5,120.7,179.16
540,6,225.3,409.8
540,7,17.7,32.42
541,1,0,0.0
541,2,4.55,13.06
541,3,78.66,77.08
541,4,207.14,276.85
541,5,829.81,1036.83
541,6,1937.59,2616.64
541,7,392.8,548.53
542,1,0,0.0
542,2,0.5,1.17
542,3,69.08,78.45
542,4,160.83,131.96
542,5,352,436.83
542,6,1037.33,1122.82
542,7,338.08,323.64
543,1,0,0.0
543,2,34.19,149.1
543,3,386.78,1613.69
543,4,492.78,1613.33
543,5,897.47,1681.52
543,6,1084.22,1608.01
543,7,204.91,298.96
544,1,0,0.0
544,2,25.17,36.26
544,3,135,96.67
544,4,739.08,410.31
544,5,10086.58,4492.48
544,6,23014.58,7393.0
544,7,3946.5,1240.89
545,1,0,0.0
545,2,12.41,30.82
545,3,192.91,262.45
545,4,283.38,374.73
545,5,744.97,945.37
545,6,1227.38,1415.16
545,7,238.75,329.84
546,1,0,0.0
546,2,4.55,13.06
546,3,78.28,77.19
546,4,207.86,276.46
546,5,833.39,1035.42
546,6,1940.28,2616.15
546,7,392.07,548.64
547,1,0,0.0
547,2,4.57,13.06
547,3,78.05,77.19
547,4,205.73,277.19
547,5,809.03,1026.36
547,6,1861.82,2542.96
547,7,373.32,525.69
548,1,0,0.0
548,2,0,0.0
548,3,2.5,0.71
548,4,23,19.8
548,5,78,96.17
548,6,368.5,480.13
548,7,51,49.5
549,1,0,0.0
549,2,13,67.37
549,3,577.38,2436.58
549,4,1923.38,7620.34
549,5,4276.81,7250.04
549,6,4870.16,6315.43
549,7,811.09,978.49
550,1,0,0.0
550,2,4.58,9.08
550,3,92.95,87.47
550,4,244.21,211.33
550,5,624.53,826.96
550,6,851.37,1045.79
550,7,230.47,367.95
551,1,0,0.0
551,2,4.79,9.01
551,3,94.42,86.72
551,4,261.37,210.92
551,5,672.37,820.4
551,6,901.74,1035.98
551,7,235.74,366.15
552,1,0,0.0
552,2,65.68,283.29
552,3,1483.91,5696.53
552,4,2725.53,7878.19
552,5,5298.35,11141.12
552,6,8359,9590.26
552,7,2110.79,2300.65
553,1,0,0.0
553,2,0,0.0
553,3,225.68,448.73
553,4,589.55,906.16
553,5,2315.45,3999.2
553,6,4122.64,4934.18
553,7,664.68,750.39
554,1,0,0.0
554,2,0,0.0
554,3,226.23,448.55
554,4,582.59,909.61
554,5,2292.91,4007.27
554,6,3992.27,4954.39
554,7,643.09,753.89
555,1,0,0.0
555,2,1.38,3.77
555,3,59.14,84.69
555,4,170.72,212.55
555,5,838.48,1694.66
555,6,2376.28,2553.95
555,7,547.55,724.56
556,1,0,0.0
556,2,3.97,6.89
556,3,89.14,51.64
556,4,161.3,90.45
556,5,1084.11,1271.7
556,6,2229.76,1931.39
556,7,246.11,213.62
557,1,0,0.0
557,2,0,0.0
557,3,229.45,447.15
557,4,589.41,906.24
557,5,2339.91,3986.96
557,6,4157.09,4914.93
557,7,666.36,749.49
558,1,0,0.0
558,2,4.55,13.06
558,3,78.86,76.97
558,4,207.49,276.68
558,5,831.66,1036.22
558,6,1946.57,2614.2
558,7,393.58,548.33
559,1,0,0.0
559,2,2.14,4.33
559,3,84.03,84.78
559,4,404.69,786.82
559,5,3692.69,9192.13
559,6,7359.21,13159.33
559,7,1579.86,2788.14
560,1,0,0.0
560,2,71.03,284.01
560,3,1649.62,5764.67
560,4,3056.76,8129.16
560,5,6904.82,15329.53
560,6,10480.47,16387.05
560,7,2572.38,3755.77
561,1,0,0.0
561,2,0.12,0.59
561,3,16.92,18.34
561,4,86.65,95.0
561,5,238.54,505.11
561,6,798.96,1626.01
561,7,420.04,821.85
562,1,0,0.0
562,2,0.12,0.59
562,3,17.08,18.29
562,4,78.92,83.69
562,5,141.42,136.72
562,6,533.19,534.51
562,7,286.58,313.68
563,1,0,0.0
563,2,9.96,45.11
563,3,106.92,312.83
563,4,107.1,249.18
563,5,352.71,639.64
563,6,624.06,1043.1
563,7,153.75,250.26
564,1,0,0.0
564,2,10.49,45.15
564,3,106.98,312.82
564,4,106.27,249.32
564,5,353.06,639.57
564,6,619.98,1043.84
564,7,154,250.17
565,1,0,0.0
565,2,33.78,149.18
565,3,385.31,1614.02
565,4,488.16,1614.54
565,5,851.19,1683.79
565,6,998.25,1575.55
565,7,183.16,286.07
566,1,0,0.0
566,2,0.12,0.59
566,3,16.08,17.98
566,4,81.65,90.01
566,5,225.46,504.14
566,6,802.73,1627.52
566,7,407.92,815.07
567,1,0,0.0
567,2,4.79,9.01
567,3,95.05,86.24
567,4,261.47,210.83
567,5,647.63,831.09
567,6,900.42,1036.9
567,7,234.47,366.73
568,1,0,0.0
568,2,12.41,30.82
568,3,188.91,264.25
568,4,280.19,376.73
568,5,737.84,949.0
568,6,1220.84,1419.03
568,7,236.25,331.15
569,1,0,0.0
569,2,2.14,4.33
569,3,91.48,86.69
569,4,408.48,785.87
569,5,3723.69,9183.84
569,6,7450.72,13131.63
569,7,1600.45,2781.28
570,1,0,0.0
570,2,12.91,67.38
570,3,576.09,2436.87
